# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 945 1.8809804890e-10 5.3057263104e-12 7.2175501445e-12 0.0000000000e+00 7.8768394995e-15 1.7778957725e-15 2.5870096412e-16
 946 1.8668189130e-10 5.3390753846e-12 7.0722343171e-12 0.0000000000e+00 7.8453547939e-15 1.7567465362e-15 2.5958843965e-16
 947 1.8528423083e-10 5.3717675330e-12 6.9236376208e-12 0.0000000000e+00 7.8140213774e-15 1.7356630281e-15 2.6047477864e-16
 948 1.8390552849e-10 5.4037830171e-12 6.7718168499e-12 0.0000000000e+00 7.7828379489e-15 1.7146430291e-15 2.6136206627e-16
 949 1.8254618620e-10 5.4351043923e-12 6.6168321021e-12 0.0000000000e+00 7.7518033323e-15 1.6936850047e-15 2.6225183551e-16
 950 1.8120635953e-10 5.4657238420e-12 6.4587549553e-12 0.0000000000e+00 7.7209169174e-15 1.6727902423e-15 2.6314334790e-16
 951 1.7988614213e-10 5.4956359558e-12 6.2976604198e-12 0.0000000000e+00 7.6901782254e-15 1.6519607467e-15 2.6403528640e-16
 952 1.7858562744e-10 5.5248353083e-12 6.1336242420e-12 0.0000000000e+00 7.6595867629e-15 1.6311985342e-15 2.6492632291e-16
 953 1.7730490874e-10 5.5533164593e-12 5.9667229058e-12 0.0000000000e+00 7.6291420216e-15 1.6105056331e-15 2.6581511822e-16
 954 1.7604407914e-10 5.5810739537e-12 5.7970336355e-12 0.0000000000e+00 7.5988434791e-15 1.5898840833e-15 2.6670032194e-16
 955 1.7480323159e-10 5.6081023216e-12 5.6246343968e-12 0.0000000000e+00 7.5686905978e-15 1.5693359367e-15 2.6758057253e-16
 956 1.7358245883e-10 5.6343960783e-12 5.4496038997e-12 0.0000000000e+00 7.5386828256e-15 1.5488632568e-15 2.6845449725e-16
 957 1.7238185347e-10 5.6599497240e-12 5.2720215999e-12 0.0000000000e+00 7.5088195954e-15 1.5284681193e-15 2.6932071211e-16
 958 1.7120150790e-10 5.6847577442e-12 5.0919677014e-12 0.0000000000e+00 7.4791003256e-15 1.5081526114e-15 2.7017782187e-16
 959 1.7004151436e-10 5.7088146094e-12 4.9095231579e-12 0.0000000000e+00 7.4495244192e-15 1.4879188327e-15 2.7102441998e-16
 960 1.6890196488e-10 5.7321147750e-12 4.7247696751e-12 0.0000000000e+00 7.4200912647e-15 1.4677688942e-15 2.7185908861e-16
 961 1.6778295135e-10 5.7546526819e-12 4.5377897129e-12 0.0000000000e+00 7.3908002354e-15 1.4477049193e-15 2.7268039853e-16
 962 1.6668456545e-10 5.7764227556e-12 4.3486664871e-12 0.0000000000e+00 7.3616506893e-15 1.4277290433e-15 2.7348690917e-16
 963 1.6560689867e-10 5.7974194068e-12 4.1574839715e-12 0.0000000000e+00 7.3326419698e-15 1.4078434133e-15 2.7427716853e-16
 964 1.6455004232e-10 5.8176370315e-12 3.9643269002e-12 0.0000000000e+00 7.3037734048e-15 1.3880501887e-15 2.7504971319e-16
 965 1.6351408754e-10 5.8370700103e-12 3.7692807691e-12 0.0000000000e+00 7.2750443071e-15 1.3683515409e-15 2.7580306826e-16
 966 1.6249912526e-10 5.8557127090e-12 3.5724318383e-12 0.0000000000e+00 7.2464539741e-15 1.3487496533e-15 2.7653574733e-16
 967 1.6150524622e-10 5.8735594784e-12 3.3738671341e-12 0.0000000000e+00 7.2180016881e-15 1.3292467215e-15 2.7724625251e-16
 968 1.6053254100e-10 5.8906046544e-12 3.1736744508e-12 0.0000000000e+00 7.1896867160e-15 1.3098449533e-15 2.7793307433e-16
 969 1.5958109994e-10 5.9068425576e-12 2.9719423529e-12 0.0000000000e+00 7.1615083092e-15 1.2905465686e-15 2.7859469173e-16
 970 1.5865101321e-10 5.9222674938e-12 2.7687601771e-12 0.0000000000e+00 7.1334657037e-15 1.2713537994e-15 2.7922957206e-16
 971 1.5774237080e-10 5.9368737537e-12 2.5642180342e-12 0.0000000000e+00 7.1055581201e-15 1.2522688901e-15 2.7983617101e-16
 972 1.5685526249e-10 5.9506556128e-12 2.3584068113e-12 0.0000000000e+00 7.0777847633e-15 1.2332940973e-15 2.8041293262e-16
 973 1.5598977783e-10 5.9636073317e-12 2.1514181735e-12 0.0000000000e+00 7.0501448226e-15 1.2144316898e-15 2.8095828922e-16
 974 1.5514600623e-10 5.9757231559e-12 1.9433445663e-12 0.0000000000e+00 7.0226374717e-15 1.1956839487e-15 2.8147066140e-16
 975 1.5432403686e-10 5.9869973158e-12 1.7342792174e-12 0.0000000000e+00 6.9952618686e-15 1.1770531675e-15 2.8194845803e-16
 976 1.5352395869e-10 5.9974240266e-12 1.5243161387e-12 0.0000000000e+00 6.9680171555e-15 1.1585416521e-15 2.8239007616e-16
 977 1.5274586049e-10 6.0069974884e-12 1.3135501285e-12 0.0000000000e+00 6.9409024589e-15 1.1401517205e-15 2.8279390103e-16
 978 1.5198983084e-10 6.0157118864e-12 1.1020767733e-12 0.0000000000e+00 6.9139168894e-15 1.1218857035e-15 2.8315830604e-16
 979 1.5125595810e-10 6.0235613904e-12 8.8999244978e-13 0.0000000000e+00 6.8870595417e-15 1.1037459439e-15 2.8348165273e-16
 980 1.5054433042e-10 6.0305401552e-12 6.7739432719e-13 0.0000000000e+00 6.8603294944e-15 1.0857347972e-15 2.8376229071e-16
 981 1.4985503574e-10 6.0366423203e-12 4.6438036894e-13 0.0000000000e+00 6.8337258103e-15 1.0678546313e-15 2.8399855769e-16
 982 1.4918816180e-10 6.0418620102e-12 2.5104933486e-13 0.0000000000e+00 6.8072475361e-15 1.0501078267e-15 2.8418877940e-16
 983 1.4854379612e-10 6.0461933342e-12 3.7500783096e-14 0.0000000000e+00 6.7808937023e-15 1.0324967762e-15 2.8433126957e-16
 984 1.4792202602e-10 6.0496303862e-12 -1.7616492778e-13 0.0000000000e+00 6.7546633235e-15 1.0150238855e-15 2.8442432994e-16
 985 1.4732293858e-10 6.0521672452e-12 -3.8984663681e-13 0.0000000000e+00 6.7285553977e-15 9.9769157244e-16 2.8446625017e-16
 986 1.4674662068e-10 6.0537979747e-12 -6.0344237863e-13 0.0000000000e+00 6.7025689071e-15 9.8050226781e-16 2.8445530788e-16
 987 1.4619315898e-10 6.0545166232e-12 -8.1684938145e-13 0.0000000000e+00 6.6767028171e-15 9.6345841485e-16 2.8438976855e-16
 988 1.4566263994e-10 6.0543172239e-12 -1.0299640650e-12 0.0000000000e+00 6.6509560773e-15 9.4656246949e-16 2.8426788554e-16
 989 1.4515514976e-10 6.0531937947e-12 -1.2426820386e-12 0.0000000000e+00 6.6253276205e-15 9.2981690034e-16 2.8408790004e-16
 990 1.4467077446e-10 6.0511403382e-12 -1.4548980991e-12 0.0000000000e+00 6.5998163632e-15 9.1322418870e-16 2.8384804106e-16
 991 1.4420955091e-10 6.0481530892e-12 -1.6665145223e-12 0.0000000000e+00 6.5744213382e-15 8.9678633860e-16 2.8354702029e-16
 992 1.4377131938e-10 6.0442372925e-12 -1.8774660763e-12 0.0000000000e+00 6.5491420951e-15 8.8050339892e-16 2.8318552489e-16
 993 1.4335586885e-10 6.0394005247e-12 -2.0876953727e-12 0.0000000000e+00 6.5239783057e-15 8.6437491951e-16 2.8276474664e-16
 994 1.4296298571e-10 6.0336504566e-12 -2.2971446058e-12 0.0000000000e+00 6.4989296317e-15 8.4840043924e-16 2.8228588908e-16
 995 1.4259245370e-10 6.0269948530e-12 -2.5057555516e-12 0.0000000000e+00 6.4739957243e-15 8.3257948589e-16 2.8175016752e-16
 996 1.4224405398e-10 6.0194415732e-12 -2.7134695664e-12 0.0000000000e+00 6.4491762246e-15 8.1691157618e-16 2.8115880910e-16
 997 1.4191756506e-10 6.0109985712e-12 -2.9202275862e-12 0.0000000000e+00 6.4244707636e-15 8.0139621570e-16 2.8051305277e-16
 998 1.4161276282e-10 6.0016738960e-12 -3.1259701258e-12 0.0000000000e+00 6.3998789616e-15 7.8603289888e-16 2.7981414938e-16
 999 1.4132942052e-10 5.9914756919e-12 -3.3306372772e-12 0.0000000000e+00 6.3754004287e-15 7.7082110895e-16 2.7906336167e-16
1000 1.4106730875e-10 5.9804121987e-12 -3.5341687092e-12 0.0000000000e+00 6.3510347648e-15 7.5576031794e-16 2.7826196431e-16
1001 1.4082619545e-10 5.9684917518e-12 -3.7365036661e-12 0.0000000000e+00 6.3267815591e-15 7.4084998660e-16 2.7741124395e-16
1002 1.4060584591e-10 5.9557227829e-12 -3.9375809668e-12 0.0000000000e+00 6.3026403904e-15 7.2608956439e-16 2.7651249922e-16
1003 1.4040602273e-10 5.9421138197e-12 -4.1373390036e-12 0.0000000000e+00 6.2786108271e-15 7.1147848944e-16 2.7556704080e-16
1004 1.4022648584e-10 5.9276734869e-12 -4.3357157414e-12 0.0000000000e+00 6.2546924270e-15 6.9701618851e-16 2.7457619140e-16
1005 1.4006699250e-10 5.9124105055e-12 -4.5326487169e-12 0.0000000000e+00 6.2308847373e-15 6.8270207697e-16 2.7354128585e-16
1006 1.3992729726e-10 5.8963336941e-12 -4.7280750370e-12 0.0000000000e+00 6.2071872947e-15 6.6853555876e-16 2.7246367110e-16
1007 1.3980715198e-10 5.8794519681e-12 -4.9219313784e-12 0.0000000000e+00 6.1835996253e-15 6.5451602634e-16 2.7134470623e-16
1008 1.3970630582e-10 5.8617743411e-12 -5.1141539861e-12 0.0000000000e+00 6.1601212443e-15 6.4064286067e-16 2.7018576252e-16
1009 1.3962450520e-10 5.8433099241e-12 -5.3046786728e-12 0.0000000000e+00 6.1367516566e-15 6.2691543118e-16 2.6898822348e-16
1010 1.3956149386e-10 5.8240679266e-12 -5.4934408177e-12 0.0000000000e+00 6.1134903559e-15 6.1333309572e-16 2.6775348485e-16
1011 1.3951701277e-10 5.8040576562e-12 -5.6803753655e-12 0.0000000000e+00 6.0903368255e-15 5.9989520052e-16 2.6648295464e-16
1012 1.3949080018e-10 5.7832885194e-12 -5.8654168254e-12 0.0000000000e+00 6.0672905378e-15 5.8660108021e-16 2.6517805320e-16
1013 1.3948259162e-10 5.7617700214e-12 -6.0484992701e-12 0.0000000000e+00 6.0443509544e-15 5.7345005770e-16 2.6384021320e-16
1014 1.3949211983e-10 5.7395117670e-12 -6.2295563350e-12 0.0000000000e+00 6.0215175258e-15 5.6044144420e-16 2.6247087969e-16
1015 1.3951911483e-10 5.7165234599e-12 -6.4085212168e-12 0.0000000000e+00 5.9987896919e-15 5.4757453919e-16 2.6107151012e-16
1016 1.3956330383e-10 5.6928149041e-12 -6.5853266727e-12 0.0000000000e+00 5.9761668816e-15 5.3484863037e-16 2.5964357437e-16
1017 1.3962441132e-10 5.6683960030e-12 -6.7599050196e-12 0.0000000000e+00 5.9536485128e-15 5.2226299360e-16 2.5818855481e-16
1018 1.3970215897e-10 5.6432767608e-12 -6.9321881327e-12 0.0000000000e+00 5.9312339923e-15 5.0981689290e-16 2.5670794629e-16
1019 1.3979626569e-10 5.6174672818e-12 -7.1021074449e-12 0.0000000000e+00 5.9089227160e-15 4.9750958043e-16 2.5520325619e-16
1020 1.3990644757e-10 5.5909777714e-12 -7.2695939453e-12 0.0000000000e+00 5.8867140688e-15 4.8534029641e-16 2.5367600445e-16
1021 1.4003241791e-10 5.5638185356e-12 -7.4345781787e-12 0.0000000000e+00 5.8646074242e-15 4.7330826909e-16 2.5212772360e-16
1022 1.4017388721e-10 5.5359999823e-12 -7.5969902445e-12 0.0000000000e+00 5.8426021450e-15 4.6141271477e-16 2.5055995882e-16
1023 1.4033056314e-10 5.5075326203e-12 -7.7567597952e-12 0.0000000000e+00 5.8206975824e-15 4.4965283770e-16 2.4897426791e-16
1024 1.4050215055e-10 5.4784270608e-12 -7.9138160362e-12 0.0000000000e+00 5.7988930768e-15 4.3802783007e-16 2.4737222136e-16
1025 1.4068835147e-10 5.4486940167e-12 -8.0680877241e-12 0.0000000000e+00 5.7771879570e-15 4.2653687201e-16 2.4575540241e-16
1026 1.4088886508e-10 5.4183443035e-12 -8.2195031661e-12 0.0000000000e+00 5.7555815408e-15 4.1517913149e-16 2.4412540700e-16
1027 1.4110338771e-10 5.3873888392e-12 -8.3679902187e-12 0.0000000000e+00 5.7340731346e-15 4.0395376432e-16 2.4248384390e-16
1028 1.4133161284e-10 5.3558386447e-12 -8.5134762872e-12 0.0000000000e+00 5.7126620334e-15 3.9285991414e-16 2.4083233465e-16
1029 1.4157323111e-10 5.3237048439e-12 -8.6558883239e-12 0.0000000000e+00 5.6913475210e-15 3.8189671233e-16 2.3917251365e-16
1030 1.4182793025e-10 5.2909986644e-12 -8.7951528280e-12 0.0000000000e+00 5.6701288696e-15 3.7106327802e-16 2.3750602818e-16
1031 1.4209539516e-10 5.2577314373e-12 -8.9311958438e-12 0.0000000000e+00 5.6490053402e-15 3.6035871804e-16 2.3583453842e-16
1032 1.4237530783e-10 5.2239145976e-12 -9.0639429603e-12 0.0000000000e+00 5.6279761821e-15 3.4978212687e-16 2.3415971748e-16
1033 1.4266734737e-10 5.1895596846e-12 -9.1933193099e-12 0.0000000000e+00 5.6070406332e-15 3.3933258665e-16 2.3248325144e-16
1034 1.4297118998e-10 5.1546783419e-12 -9.3192495673e-12 0.0000000000e+00 5.5861979199e-15 3.2900916709e-16 2.3080683939e-16
1035 1.4328651233e-10 5.1192827638e-12 -9.4416702326e-12 0.0000000000e+00 5.5654473476e-15 3.1881109177e-16 2.2913188461e-16
1036 1.4361300158e-10 5.0833870396e-12 -9.5605666715e-12 0.0000000000e+00 5.5447885742e-15 3.0873823959e-16 2.2745856343e-16
1037 1.4395034550e-10 5.0470058289e-12 -9.6759365957e-12 0.0000000000e+00 5.5242213400e-15 2.9879065031e-16 2.2578674330e-16
1038 1.4429822907e-10 5.0101539171e-12 -9.7877778271e-12 0.0000000000e+00 5.5037453784e-15 2.8896835891e-16 2.2411629041e-16
1039 1.4465633449e-10 4.9728462167e-12 -9.8960882977e-12 0.0000000000e+00 5.4833604150e-15 2.7927139552e-16 2.2244706971e-16
1040 1.4502434118e-10 4.9350977667e-12 -1.0000866051e-11 0.0000000000e+00 5.4630661679e-15 2.6969978546e-16 2.2077894491e-16
1041 1.4540192576e-10 4.8969237335e-12 -1.0102109240e-11 0.0000000000e+00 5.4428623478e-15 2.6025354918e-16 2.1911177846e-16
1042 1.4578876207e-10 4.8583394108e-12 -1.0199816131e-11 0.0000000000e+00 5.4227486578e-15 2.5093270228e-16 2.1744543153e-16
1043 1.4618452113e-10 4.8193602204e-12 -1.0293985103e-11 0.0000000000e+00 5.4027247934e-15 2.4173725544e-16 2.1577976405e-16
1044 1.4658887115e-10 4.7800017119e-12 -1.0384614643e-11 0.0000000000e+00 5.3827904426e-15 2.3266721449e-16 2.1411463468e-16
1045 1.4700147752e-10 4.7402795637e-12 -1.0471703355e-11 0.0000000000e+00 5.3629452857e-15 2.2372258030e-16 2.1244990081e-16
1046 1.4742200281e-10 4.7002095828e-12 -1.0555249955e-11 0.0000000000e+00 5.3431889953e-15 2.1490334883e-16 2.1078541855e-16
1047 1.4785010675e-10 4.6598077052e-12 -1.0635253271e-11 0.0000000000e+00 5.3235212366e-15 2.0620951109e-16 2.0912104274e-16
1048 1.4828544622e-10 4.6190899963e-12 -1.0711712246e-11 0.0000000000e+00 5.3039416668e-15 1.9764105311e-16 2.0745662695e-16
1049 1.4872767528e-10 4.5780726514e-12 -1.0784625936e-11 0.0000000000e+00 5.2844499356e-15 1.8919795596e-16 2.0579202345e-16
1050 1.4917644511e-10 4.5367719956e-12 -1.0853993513e-11 0.0000000000e+00 5.2650456848e-15 1.8088019571e-16 2.0412708325e-16
1051 1.4963140404e-10 4.4952044844e-12 -1.0919814262e-11 0.0000000000e+00 5.2457285487e-15 1.7268774339e-16 2.0246165604e-16
1052 1.5009219753e-10 4.4533867039e-12 -1.0982087586e-11 0.0000000000e+00 5.2264981535e-15 1.6462056504e-16 2.0079559026e-16
1053 1.5055846817e-10 4.4113353713e-12 -1.1040813000e-11 0.0000000000e+00 5.2073541178e-15 1.5667862163e-16 1.9912873301e-16
1054 1.5102985565e-10 4.3690673348e-12 -1.1095990138e-11 0.0000000000e+00 5.1882960524e-15 1.4886186908e-16 1.9746093012e-16
1055 1.5150599680e-10 4.3265995745e-12 -1.1147618749e-11 0.0000000000e+00 5.1693235600e-15 1.4117025823e-16 1.9579202611e-16
1056 1.5198652553e-10 4.2839492022e-12 -1.1195698699e-11 0.0000000000e+00 5.1504362359e-15 1.3360373482e-16 1.9412186420e-16
1057 1.5247107285e-10 4.2411334618e-12 -1.1240229971e-11 0.0000000000e+00 5.1316336669e-15 1.2616223949e-16 1.9245028630e-16
1058 1.5295926687e-10 4.1981697300e-12 -1.1281212666e-11 0.0000000000e+00 5.1129154324e-15 1.1884570776e-16 1.9077713301e-16
1059 1.5345073277e-10 4.1550755161e-12 -1.1318647001e-11 0.0000000000e+00 5.0942811036e-15 1.1165407000e-16 1.8910224360e-16
1060 1.5394509283e-10 4.1118684626e-12 -1.1352533313e-11 0.0000000000e+00 5.0757302438e-15 1.0458725142e-16 1.8742545605e-16
1061 1.5444196636e-10 4.0685663456e-12 -1.1382872058e-11 0.0000000000e+00 5.0572624081e-15 9.7645172051e-17 1.8574660701e-16
1062 1.5494096978e-10 4.0251870748e-12 -1.1409663810e-11 0.0000000000e+00 5.0388771440e-15 9.0827746759e-17 1.8406553178e-16
1063 1.5544171652e-10 3.9817486940e-12 -1.1432909261e-11 0.0000000000e+00 5.0205739907e-15 8.4134885185e-17 1.8238206437e-16
1064 1.5594381709e-10 3.9382693814e-12 -1.1452609225e-11 0.0000000000e+00 5.0023524792e-15 7.7566491754e-17 1.8069603744e-16
1065 1.5644687902e-10 3.8947674501e-12 -1.1468764635e-11 0.0000000000e+00 4.9842121328e-15 7.1122465653e-17 1.7900728232e-16
1066 1.5695050689e-10 3.8512613480e-12 -1.1481376544e-11 0.0000000000e+00 4.9661524665e-15 6.4802700816e-17 1.7731562900e-16
1067 1.5745430230e-10 3.8077696583e-12 -1.1490446128e-11 0.0000000000e+00 4.9481729869e-15 5.8607085907e-17 1.7562090613e-16
1068 1.5795786388e-10 3.7643111001e-12 -1.1495974680e-11 0.0000000000e+00 4.9302731929e-15 5.2535504304e-17 1.7392294102e-16
1069 1.5846078725e-10 3.7209045283e-12 -1.1497963619e-11 0.0000000000e+00 4.9124525750e-15 4.6587834085e-17 1.7222155964e-16
1070 1.5896266506e-10 3.6775689340e-12 -1.1496414484e-11 0.0000000000e+00 4.8947106155e-15 4.0763948008e-17 1.7051658658e-16
1071 1.5946308695e-10 3.6343234450e-12 -1.1491328935e-11 0.0000000000e+00 4.8770467886e-15 3.5063713500e-17 1.6880784512e-16
1072 1.5996163955e-10 3.5911873260e-12 -1.1482708756e-11 0.0000000000e+00 4.8594605599e-15 2.9486992635e-17 1.6709515715e-16
1073 1.6045790649e-10 3.5481799789e-12 -1.1470555855e-11 0.0000000000e+00 4.8419513872e-15 2.4033642124e-17 1.6537834321e-16
1074 1.6095146835e-10 3.5053209431e-12 -1.1454872262e-11 0.0000000000e+00 4.8245187196e-15 1.8703513294e-17 1.6365722248e-16
1075 1.6144190271e-10 3.4626298959e-12 -1.1435660131e-11 0.0000000000e+00 4.8071619983e-15 1.3496452076e-17 1.6193161278e-16
1076 1.6192878411e-10 3.4201266527e-12 -1.1412921740e-11 0.0000000000e+00 4.7898806557e-15 8.4122989854e-18 1.6020133054e-16
1077 1.6241168403e-10 3.3778311674e-12 -1.1386659492e-11 0.0000000000e+00 4.7726741161e-15 3.4508891080e-18 1.5846619083e-16
1078 1.6289017092e-10 3.3357635327e-12 -1.1356875914e-11 0.0000000000e+00 4.7555417955e-15 -1.3879479163e-18 1.5672600735e-16
1079 1.6336381016e-10 3.2939439802e-12 -1.1323573660e-11 0.0000000000e+00 4.7384831012e-15 -6.1043879097e-18 1.5498059241e-16
1080 1.6383216408e-10 3.2523928812e-12 -1.1286755508e-11 0.0000000000e+00 4.7214974323e-15 -1.0698612173e-17 1.5322975693e-16
1081 1.6429483987e-10 3.2111288794e-12 -1.1246432124e-11 0.0000000000e+00 4.7045842507e-15 -1.5170881744e-17 1.5147336347e-16
1082 1.6475163412e-10 3.1701632620e-12 -1.1202645461e-11 0.0000000000e+00 4.6877432957e-15 -1.9521761241e-17 1.4971148590e-16
1083 1.6520239025e-10 3.1295055133e-12 -1.1155445675e-11 0.0000000000e+00 4.6709743727e-15 -2.3751898080e-17 1.4794425189e-16
1084 1.6564695069e-10 3.0891651752e-12 -1.1104883397e-11 0.0000000000e+00 4.6542772815e-15 -2.7861948523e-17 1.4617179005e-16
1085 1.6608515695e-10 3.0491518472e-12 -1.1051009730e-11 0.0000000000e+00 4.6376518165e-15 -3.1852577709e-17 1.4439422997e-16
1086 1.6651684956e-10 3.0094751862e-12 -1.0993876254e-11 0.0000000000e+00 4.6210977667e-15 -3.5724459671e-17 1.4261170220e-16
1087 1.6694186809e-10 2.9701449075e-12 -1.0933535024e-11 0.0000000000e+00 4.6046149160e-15 -3.9478277364e-17 1.4082433827e-16
1088 1.6736005114e-10 2.9311707838e-12 -1.0870038572e-11 0.0000000000e+00 4.5882030425e-15 -4.3114722688e-17 1.3903227068e-16
1089 1.6777123637e-10 2.8925626462e-12 -1.0803439911e-11 0.0000000000e+00 4.5718619191e-15 -4.6634496509e-17 1.3723563290e-16
1090 1.6817526044e-10 2.8543303840e-12 -1.0733792533e-11 0.0000000000e+00 4.5555913131e-15 -5.0038308688e-17 1.3543455939e-16
1091 1.6857195906e-10 2.8164839448e-12 -1.0661150409e-11 0.0000000000e+00 4.5393909864e-15 -5.3326878097e-17 1.3362918558e-16
1092 1.6896116696e-10 2.7790333346e-12 -1.0585567995e-11 0.0000000000e+00 4.5232606955e-15 -5.6500932651e-17 1.3181964788e-16
1093 1.6934271791e-10 2.7419886181e-12 -1.0507100228e-11 0.0000000000e+00 4.5072001913e-15 -5.9561209326e-17 1.3000608370e-16
1094 1.6971644469e-10 2.7053599184e-12 -1.0425802532e-11 0.0000000000e+00 4.4912092192e-15 -6.2508454184e-17 1.2818863143e-16
1095 1.7008217910e-10 2.6691574178e-12 -1.0341730814e-11 0.0000000000e+00 4.4752875190e-15 -6.5343422398e-17 1.2636743043e-16
1096 1.7043975197e-10 2.6333913572e-12 -1.0254941470e-11 0.0000000000e+00 4.4594348252e-15 -6.8066878273e-17 1.2454262109e-16
1097 1.7078899315e-10 2.5980720369e-12 -1.0165491383e-11 0.0000000000e+00 4.4436508665e-15 -7.0679595274e-17 1.2271434475e-16
1098 1.7112973149e-10 2.5632098162e-12 -1.0073437926e-11 0.0000000000e+00 4.4279353660e-15 -7.3182356045e-17 1.2088274377e-16
1099 1.7146179487e-10 2.5288151135e-12 -9.9788389613e-12 0.0000000000e+00 4.4122880414e-15 -7.5575952434e-17 1.1904796151e-16
1100 1.7178501019e-10 2.4948984070e-12 -9.8817528434e-12 0.0000000000e+00 4.3967086046e-15 -7.7861185521e-17 1.1721014232e-16
1101 1.7209920332e-10 2.4614702343e-12 -9.7822384192e-12 0.0000000000e+00 4.3811967620e-15 -8.0038865634e-17 1.1536943156e-16
1102 1.7240419918e-10 2.4285411925e-12 -9.6803550299e-12 0.0000000000e+00 4.3657522144e-15 -8.2109812378e-17 1.1352597558e-16
1103 1.7269982168e-10 2.3961219387e-12 -9.5761625113e-12 0.0000000000e+00 4.3503746567e-15 -8.4074854658e-17 1.1167992175e-16
1104 1.7298589373e-10 2.3642231899e-12 -9.4697211956e-12 0.0000000000e+00 4.3350637783e-15 -8.5934830703e-17 1.0983141845e-16
1105 1.7326223725e-10 2.3328557230e-12 -9.3610919124e-12 0.0000000000e+00 4.3198192629e-15 -8.7690588086e-17 1.0798061506e-16
1106 1.7352867314e-10 2.3020303752e-12 -9.2503359897e-12 0.0000000000e+00 4.3046407886e-15 -8.9342983752e-17 1.0612766198e-16
1107 1.7378502134e-10 2.2717580438e-12 -9.1375152554e-12 0.0000000000e+00 4.2895280275e-15 -9.0892884039e-17 1.0427271061e-16
1108 1.7403110073e-10 2.2420496867e-12 -9.0226920382e-12 0.0000000000e+00 4.2744806461e-15 -9.2341164705e-17 1.0241591341e-16
1109 1.7426672923e-10 2.2129163222e-12 -8.9059291687e-12 0.0000000000e+00 4.2594983052e-15 -9.3688710947e-17 1.0055742380e-16
1110 1.7449172373e-10 2.1843690292e-12 -8.7872899809e-12 0.0000000000e+00 4.2445806598e-15 -9.4936417428e-17 9.8697396265e-17
1111 1.7470590011e-10 2.1564189475e-12 -8.6668383131e-12 0.0000000000e+00 4.2297273591e-15 -9.6085188299e-17 9.6835986300e-17
1112 1.7490907324e-10 2.1290772777e-12 -8.5446385091e-12 0.0000000000e+00 4.2149380465e-15 -9.7135937225e-17 9.4973350426e-17
1113 1.7510105697e-10 2.1023552813e-12 -8.4207554195e-12 0.0000000000e+00 4.2002123594e-15 -9.8089587404e-17 9.3109646192e-17
1114 1.7528166416e-10 2.0762642811e-12 -8.2952544027e-12 0.0000000000e+00 4.1855499298e-15 -9.8947071597e-17 9.1245032177e-17
1115 1.7545070660e-10 2.0508156611e-12 -8.1682013262e-12 0.0000000000e+00 4.1709503833e-15 -9.9709332147e-17 8.9379667995e-17
1116 1.7560799512e-10 2.0260208667e-12 -8.0396625678e-12 0.0000000000e+00 4.1564133401e-15 -1.0037732100e-16 8.7513714292e-17
1117 1.7575333947e-10 2.0018914046e-12 -7.9097050165e-12 0.0000000000e+00 4.1419384143e-15 -1.0095199975e-16 8.5647332752e-17
1118 1.7588654842e-10 1.9784388434e-12 -7.7783960739e-12 0.0000000000e+00 4.1275252140e-15 -1.0143433961e-16 8.3780686099e-17
